User,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25
624,4305103,6956281,11150622,2082415,11433316,8696863,3811042,124277,511016,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
625,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
626,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
627,3386165,2518768,1816056,11150622,4983622,831715,6956281,9532785,3811042,8696863,4737648,5944112,1690388,6839434,511016,1559655,6443289,8286890,193652,124277,33449,12291609,11041854,11433316,3700753
628,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
629,7807956,6451873,10791419,5346428,305478,7424682,2437142,4983622,2518768,831715,3700753,1021297,511016,8696863,6207373,1559655,6443289,124277,12291609,6956281,11041854,33449,3386165,6839434,5359984
630,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
631,5521358,1910856,9216587,5698987,1327341,4082771,13544734,6451873,5346428,8232938,10986404,5311947,13012773,10659884,2671651,1559655,6443289,11041854,124277,33449,1021297,511016,1741540,10791419,4277052
632,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
633,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
634,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
635,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
636,1559655,6443289,7669807,9135603,6324076,1629582,11781190,1758811,835683,4573768,892315,2275891,6502910,2596677,1024587,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
637,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,1629582,13218693,2495446,9332217,6451873,2599807,9164087,1758811,4924314,1910856,8351884,884518,13544734
638,11150622,2082415,3811042,511016,11433316,8696863,6839434,124277,7023946,11041854,9532785,4737648,1690388,10072787,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,6956281
639,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
640,9164087,4924314,4951277,11781190,7669807,2045991,13218693,9332217,3078963,2495446,884518,2599807,6451873,6324076,6230399,1559655,6443289,33449,11041854,13544734,1910856,835683,1021297,1615614,7834034
641,5944112,6956281,4305103,3811042,9532785,6839434,11150622,8696863,4737648,33449,11041854,511016,1690388,2082415,4546014,1559655,6443289,8286890,193652,124277,3427815,12291609,8036406,11433316,831715
642,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
643,1559655,6443289,7669807,9135603,6324076,1629582,11781190,1758811,11388684,4573768,2275891,892315,6502910,2596677,1024587,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
644,9332217,884518,6230399,4766309,1615614,2495446,5657126,2671651,1910856,835683,1819387,270032,13012773,1006796,6451873,1559655,6443289,33449,11041854,13544734,10986404,5311947,9216587,1021297,5700259
645,1559655,6443289,1629582,1758811,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,2475239,4116862,5324390,1293971,3171362,1163153,892315,3427815,11049346,8036406,6133638,3918124
646,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
647,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
648,4983622,6956281,831715,2082415,11433316,3811042,5944112,124277,1690388,11041854,9532785,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,4737648,2518768
649,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
650,2082415,511016,8696863,6839434,4546014,4737648,9532785,3918124,11041854,3648305,12291609,10072787,33449,11433316,1690388,1559655,6443289,8286890,193652,7023946,3427815,124277,8036406,6133638,3811042
651,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
652,11326229,7487418,2045991,8351884,13218693,7669807,6324076,884518,2599807,11781190,4924314,4951277,1615614,2495446,13544734,1559655,6443289,9332217,835683,1910856,6230399,1021297,9164087,6451873,8403711
653,6324076,2599807,4951277,7669807,4924314,2045991,6230399,11781190,884518,1615614,9164087,13218693,3078963,6451873,1910856,1559655,6443289,33449,11041854,13544734,835683,2495446,9332217,1021297,7834034
654,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
655,7807956,6451873,10791419,2437142,305478,7424682,6207373,3386165,2518768,3700753,5346428,1021297,6839434,6956281,8696863,1559655,6443289,12291609,124277,831715,11041854,33449,4983622,511016,5359984
656,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
657,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
658,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
659,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
660,1615614,1819387,270032,884518,835683,4766309,1006796,2671651,7240753,1910856,9216587,8310025,13012773,11708663,10659884,1559655,6443289,33449,11041854,5311947,13544734,6451873,10986404,1021297,5657126
661,3332725,7658608,10659884,6451873,10791419,13012773,2437142,3700753,5346428,4983622,5359984,1741540,8696863,3386165,6956281,1559655,6443289,831715,124277,6839434,11041854,33449,1021297,511016,4215596
662,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
663,8351884,7834034,2045991,2599807,13218693,9164087,6324076,7669807,4924314,9332217,11781190,4951277,884518,6451873,6230399,1559655,6443289,1910856,11041854,13544734,835683,1615614,2495446,1021297,7487418
664,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
665,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
666,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
667,1559655,6443289,7669807,1629582,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
668,2045991,4951277,6324076,835683,1559655,6443289,1021297,11781190,7487418,7669807,9135603,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,8351884,1910856,13544734,884518,8403711,1615614
669,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
670,2518768,4983622,831715,2082415,6956281,3811042,5944112,124277,1690388,11041854,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,9532785,4737648,1816056
671,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
672,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
673,511016,6839434,4546014,12285424,33449,1690388,3648305,3918124,7023946,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11049346,8036406,6133638,10065428
674,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
675,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
676,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
677,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
678,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
679,1559655,6443289,1629582,1758811,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,2475239,4116862,5324390,1293971,3171362,1163153,892315,3427815,11049346,8036406,6133638,3918124
680,3700753,3386165,831715,1816056,4983622,5944112,4737648,124277,2518768,6956281,11433316,11150622,8696863,6839434,511016,1559655,6443289,193652,1690388,12291609,11041854,33449,9532785,3811042,11033738
681,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
682,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
683,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
684,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,8351884,4924314,1910856,13544734,884518,3171362,1163153
685,13544734,1327341,5311947,6451873,10986404,2671651,10257500,8696863,5346428,12747133,1741540,8232938,6956281,10659884,13012773,1559655,6443289,11041854,124277,33449,1021297,511016,5359984,10791419,5698987
686,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
687,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
688,8232938,6725611,4215596,3332725,7658608,13012773,10659884,6451873,5346428,6839434,5359984,1741540,3700753,6956281,1021297,1559655,6443289,4983622,124277,33449,11041854,10791419,511016,8696863,2671651
689,4305103,6956281,11150622,2082415,11433316,8696863,3811042,124277,511016,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
690,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,2475239,3427815,2275891,4116862,2596677,1024587,11049346,5324390,1293971,3171362,1163153,8036406,6133638
691,1006796,1819387,11708663,884518,4766309,8310025,2271256,5311947,6451873,9216587,835683,7240753,13012773,2671651,5346428,1559655,6443289,33449,11041854,10986404,10659884,1910856,13544734,1021297,270032
692,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
693,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
694,7669807,4951277,7834034,4924314,2599807,2045991,9164087,9332217,835683,884518,11781190,13218693,1615614,6230399,6324076,1559655,6443289,11041854,33449,1021297,13544734,1910856,2495446,6451873,8351884
695,1559655,6443289,11781190,7669807,6324076,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
696,8163952,5359984,7807956,6451873,1021297,10791419,2437142,3386165,5346428,831715,3700753,7424682,511016,8696863,6207373,1559655,6443289,2518768,124277,6956281,11041854,33449,4983622,6839434,1741540
697,5657126,270032,1615614,1819387,884518,4766309,1006796,33449,835683,11708663,1910856,8310025,9216587,10986404,7240753,1559655,6443289,6451873,11041854,2671651,13012773,13544734,5311947,1021297,2495446
698,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
699,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
700,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
701,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,9164087,2599807,4924314,1910856,8351884,13544734,884518,8403711,1615614
702,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
703,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
704,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
705,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
706,2082415,511016,8696863,4546014,6839434,4737648,10072787,3918124,33449,124277,11041854,3648305,9532785,1690388,11433316,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,3811042
707,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
708,4737648,511016,10065428,6839434,4546014,10072787,13644495,3918124,3648305,12291609,11041854,9532785,33449,11433316,1690388,1559655,6443289,8286890,193652,7023946,3427815,124277,8036406,6133638,8696863
709,1741540,5359984,8163952,6451873,6207373,7807956,7424682,4983622,5346428,1021297,3700753,10791419,2437142,6956281,831715,1559655,6443289,11041854,124277,33449,511016,3386165,6839434,8696863,13012773
710,2437142,5346428,7424682,3700753,5944112,1021297,9710358,193652,2518768,6956281,3386165,6207373,6839434,831715,8696863,1559655,6443289,12291609,124277,11041854,33449,9532785,4983622,511016,305478
711,10065428,511016,3648305,4546014,6839434,11433316,10072787,3918124,33449,124277,11041854,12285424,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,4737648
712,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
713,7807956,6451873,10791419,5346428,305478,2437142,7424682,2518768,11041854,1021297,3700753,6207373,4983622,6956281,831715,1559655,6443289,12291609,124277,33449,511016,3386165,6839434,8696863,5359984
714,7658608,10791419,10659884,5359984,2437142,13012773,7424682,3700753,6451873,1021297,3386165,1741540,4983622,6956281,831715,1559655,6443289,124277,5346428,11041854,33449,511016,6839434,8696863,3332725
715,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
716,8163952,5359984,7807956,6451873,6207373,10791419,7424682,2518768,5346428,1021297,3700753,2437142,4983622,6956281,831715,1559655,6443289,11041854,124277,33449,511016,3386165,6839434,8696863,1741540
717,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
718,13218693,9164087,4951277,2599807,7487418,9332217,2495446,2045991,1559655,6443289,7669807,1021297,11781190,6451873,835683,6324076,6230399,9135603,4924314,1910856,8351884,13544734,884518,8403711,1615614
719,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
720,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
721,7487418,8403711,2045991,2599807,7669807,9164087,884518,4951277,11781190,4924314,8351884,13218693,6230399,6324076,1559655,6443289,9332217,835683,1021297,13544734,1910856,2495446,6451873,9135603,1615614
722,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
723,9710358,3700753,5944112,2518768,3386165,1816056,8696863,193652,11150622,6956281,4983622,831715,3811042,511016,4737648,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,6839434,8015926
724,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
725,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
726,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
727,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
728,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
729,3386165,1816056,831715,2518768,4983622,5944112,4737648,124277,1690388,6956281,11433316,11150622,8696863,6839434,511016,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,3811042,3700753
730,10986404,10257500,12747133,6451873,13012773,2671651,4215596,8696863,5346428,1021297,7658608,8232938,6956281,10659884,1741540,1559655,6443289,11041854,124277,33449,3700753,511016,5359984,10791419,1327341
731,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
732,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
733,1741540,5359984,8163952,6451873,6207373,7807956,7424682,4983622,5346428,1021297,3700753,10791419,2437142,6956281,831715,1559655,6443289,11041854,124277,33449,511016,3386165,6839434,8696863,13012773
734,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
735,4766309,11708663,2271256,835683,9216587,8310025,13544734,11041854,13012773,5311947,4082771,7240753,10659884,2671651,10986404,1559655,6443289,10791419,6451873,5346428,33449,8232938,1910856,1021297,884518
736,831715,6956281,5944112,2082415,9532785,4737648,11150622,511016,6839434,33449,11041854,8696863,1690388,3811042,4546014,1559655,6443289,8286890,193652,124277,3427815,12291609,8036406,11433316,4983622
737,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
738,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
739,4951277,2045991,7669807,6324076,1559655,6443289,1021297,835683,11781190,7487418,6230399,9135603,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
740,1559655,6443289,7669807,9135603,6324076,11781190,835683,4573768,1629582,2275891,892315,6502910,2596677,1024587,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
741,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
742,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
743,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
744,3332725,13012773,7658608,6451873,5359984,1741540,10659884,8696863,5346428,1021297,3386165,10791419,2437142,4983622,831715,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,6956281,4215596
745,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
746,10065428,511016,3648305,4546014,6839434,11433316,10072787,3918124,33449,124277,11041854,12285424,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,4737648
747,13218693,4951277,2045991,2599807,7487418,9332217,7669807,6324076,1559655,6443289,9164087,1021297,6230399,6451873,11781190,835683,2495446,9135603,4924314,1910856,8351884,13544734,884518,8403711,1615614
748,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
749,11150622,2082415,3811042,511016,11433316,8696863,6839434,124277,7023946,11041854,9532785,4737648,1690388,10072787,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,6956281
750,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
751,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
752,8696863,10065428,4737648,511016,6839434,4546014,3648305,3918124,7023946,12291609,33449,1690388,11433316,9532785,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,2082415
753,7669807,6324076,1559655,6443289,1021297,7487418,11781190,835683,9135603,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
754,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,8036406,2275891,2596677,1024587,5324390,1293971,3171362,1163153,6133638
755,7424682,9710358,1021297,3700753,4983622,1816056,6207373,193652,3386165,6956281,11433316,5944112,831715,511016,8696863,1559655,6443289,124277,2518768,12291609,11041854,33449,9532785,6839434,5346428
756,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
757,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
758,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
759,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
760,3811042,2082415,8696863,11433316,511016,4737648,4546014,9532785,7023946,12291609,33449,6839434,1690388,10072787,3648305,1559655,6443289,8286890,193652,124277,3427815,11041854,8036406,6133638,11150622
761,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
762,6839434,4546014,3648305,33449,11041854,11433316,10072787,3918124,8286890,124277,12291609,12285424,9532785,1690388,13644495,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
