User,Gender,AgeGroup,Hobbies,Profession,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25
1594,Female,30-50,Indoors,Contractor,6956281,2082415,11150622,4546014,6839434,8696863,3811042,511016,7023946,33449,11041854,4737648,11433316,9532785,1690388,1559655,6443289,8286890,193652,124277,3427815,12291609,8036406,6133638,4305103
1595,Female,30-50,Outdoors,Contractor,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,9332217,2495446,6451873,2599807,9164087,1910856,4924314,6133638,1293971,1024587,3171362,1163153
1596,Female,30-50,Outdoors,Contractor,4737648,511016,10065428,4546014,6839434,3648305,10072787,3918124,33449,124277,11041854,11433316,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,8696863
1597,Female,18-30,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1598,Female,18-30,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1599,Male,30-50,Outdoors,Contractor,835683,6324076,7669807,1559655,6443289,11781190,9135603,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1600,Male,50+,Outdoors,Professor,4983622,6956281,831715,2082415,11433316,3811042,5944112,124277,1690388,11041854,9532785,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,4737648,2518768
1601,Male,50+,Indoors,Professor,8015926,9710358,5944112,3700753,3386165,1816056,8696863,193652,2518768,6956281,4983622,831715,3811042,511016,4737648,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,6839434,6207373
1602,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1603,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1604,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1605,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
1606,Female,30-50,Indoors,IT Professional,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1607,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1608,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
1609,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1610,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1611,Female,30-50,Indoors,IT Professional,8232938,6725611,4215596,6451873,7658608,13012773,3332725,8696863,5346428,1021297,5359984,1741540,6956281,10659884,4983622,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,10791419,2671651
1612,Male,30-50,Indoors,IT Professional,7669807,13218693,4951277,9164087,7487418,2045991,2495446,6324076,1559655,6443289,2599807,1021297,6451873,9332217,11781190,6230399,835683,9135603,4924314,1910856,8351884,13544734,884518,8403711,1615614
1613,Female,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1614,Male,50+,Indoors,Professor,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1615,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1616,Male,50+,Indoors,Professor,7669807,1559655,6443289,11781190,6324076,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1617,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1618,Male,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1619,Female,18-30,Indoors,Student,6324076,1559655,6443289,11781190,7669807,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,8351884,1910856,13544734,884518,8403711,1615614
1620,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,8351884,1910856,13544734,884518,1629582,1163153
1621,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1622,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1623,Female,18-30,Outdoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1624,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1625,Male,50+,Outdoors,Professor,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,6956281,831715,3700753,1021297,511016,8696863,6207373,1559655,6443289,12291609,124277,11041854,33449,3386165,4983622,6839434,5359984
1626,Female,30-50,Outdoors,IT Professional,10986404,10257500,12747133,6451873,13012773,2671651,4215596,8696863,5346428,1021297,7658608,8232938,6956281,10659884,1741540,1559655,6443289,11041854,124277,33449,3700753,511016,5359984,10791419,1327341
1627,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1628,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,8351884,1910856,13544734,884518,8403711,1615614
1629,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1630,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1631,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1632,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1633,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1634,Female,18-30,Indoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1635,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1636,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1637,Male,50+,Outdoors,Professor,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
1638,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1639,Female,30-50,Indoors,IT Professional,1910856,5698987,13544734,6451873,1327341,5311947,12747133,8696863,5346428,8232938,10986404,2671651,6956281,10659884,13012773,1559655,6443289,11041854,124277,33449,1021297,511016,1741540,10791419,4082771
1640,Male,50+,Outdoors,Professor,4305103,6956281,11150622,2082415,11433316,8696863,3811042,124277,511016,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
1641,Male,50+,Outdoors,Professor,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
1642,Male,50+,Indoors,Professor,835683,7669807,1559655,6443289,1021297,11781190,7487418,6324076,9135603,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1643,Female,30-50,Outdoors,IT Professional,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1644,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1645,Male,50+,Outdoors,Professor,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,6956281,831715,3700753,1021297,511016,8696863,6207373,1559655,6443289,12291609,124277,11041854,33449,3386165,4983622,6839434,5359984
1646,Female,30-50,Indoors,IT Professional,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1647,Female,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1648,Female,30-50,Outdoors,IT Professional,1816056,2518768,831715,2082415,4983622,3811042,5944112,124277,1690388,6956281,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3386165
1649,Male,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1650,Male,50+,Indoors,Professor,2045991,11781190,4951277,9164087,7487418,2599807,2495446,6324076,1559655,6443289,13218693,7669807,9332217,1021297,835683,6451873,6230399,9135603,4924314,1910856,8351884,13544734,884518,8403711,1615614
1651,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1652,Female,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1653,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1654,Female,30-50,Indoors,IT Professional,7424682,1816056,1021297,3700753,3386165,6207373,9710358,193652,2518768,6956281,4983622,5944112,6839434,831715,8696863,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,511016,5346428
1655,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1656,Male,50+,Outdoors,Professor,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1657,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1658,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1659,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
1660,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1661,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1662,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1663,Female,30-50,Outdoors,IT Professional,6839434,4546014,3648305,33449,11041854,11433316,10072787,3918124,8286890,124277,12291609,12285424,9532785,1690388,13644495,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
1664,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
1665,Female,18-30,Outdoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1666,Female,30-50,Outdoors,IT Professional,8163952,5359984,7807956,6451873,6207373,10791419,2437142,2518768,7424682,3700753,3386165,1021297,831715,5346428,6956281,1559655,6443289,11041854,124277,33449,511016,4983622,6839434,8696863,1741540
1667,Male,50+,Indoors,Professor,7669807,1559655,6443289,11781190,6324076,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1668,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1669,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1670,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1671,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,11049346,8036406,2275891,2596677,1024587,5324390,1293971,3171362,1163153,6133638
1672,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1673,Female,18-30,Indoors,Student,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
1674,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1675,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1676,Female,30-50,Outdoors,IT Professional,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
1677,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1678,Female,18-30,Outdoors,Student,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
1679,Male,30-50,Outdoors,IT Professional,2045991,13218693,7487418,4951277,7669807,884518,2599807,4924314,11781190,8351884,9332217,1910856,6324076,1559655,6443289,9164087,1021297,6230399,6451873,2495446,835683,13544734,9135603,8403711,1615614
1680,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1681,Female,30-50,Outdoors,IT Professional,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
1682,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1683,Female,30-50,Outdoors,IT Professional,2518768,4983622,831715,2082415,6956281,3811042,5944112,124277,1690388,11041854,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,9532785,4737648,1816056
1684,Female,30-50,Indoors,IT Professional,6324076,1559655,6443289,7669807,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1685,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
1686,Male,50+,Indoors,Professor,4856177,9332217,6324076,1615614,2495446,9164087,3078963,884518,835683,4766309,1910856,5657126,6230399,9216587,13012773,1559655,6443289,11041854,33449,1021297,13544734,10986404,2671651,6451873,11781190
1687,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1688,Female,18-30,Outdoors,Student,13012773,1021297,1741540,7807956,6207373,5359984,2437142,6451873,5346428,831715,3700753,10791419,511016,8696863,7424682,1559655,6443289,124277,6956281,11041854,33449,3386165,4983622,6839434,10659884
1689,Female,30-50,Indoors,IT Professional,9216587,5311947,4082771,8232938,1327341,10986404,1910856,6451873,10791419,2671651,10659884,12747133,13012773,5698987,13544734,1559655,6443289,124277,1021297,11041854,1741540,33449,5346428,511016,5521358
1690,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
1691,Male,50+,Indoors,Professor,7778720,835683,9216587,4277052,5521358,5698987,10986404,33449,6451873,2671651,4082771,5311947,10659884,8232938,1741540,1559655,6443289,5346428,11041854,10791419,13012773,1910856,13544734,1021297,7876831
1692,Female,18-30,Outdoors,Student,2045991,7669807,6324076,1559655,6443289,4951277,1021297,7487418,11781190,835683,9135603,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1693,Female,18-30,Outdoors,Student,7669807,1559655,6443289,11781190,6324076,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1694,Female,18-30,Indoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1695,Female,30-50,Indoors,IT Professional,7658608,13012773,10659884,6451873,5359984,1741540,7424682,8696863,5346428,1021297,3386165,10791419,2437142,4983622,831715,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,6956281,3332725
1696,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1697,Female,30-50,Outdoors,IT Professional,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
1698,Male,50+,Indoors,Professor,7669807,1559655,6443289,11781190,6324076,9135603,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
1699,Female,50+,Indoors,Professor,2082415,1690388,8696863,511016,6839434,4737648,3648305,3918124,7023946,12291609,33449,4546014,11433316,9532785,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,3811042
1700,Male,50+,Outdoors,Professor,1741540,8163952,7807956,5359984,6207373,10791419,2437142,6451873,5346428,3700753,3386165,1021297,6956281,8696863,7424682,1559655,6443289,11041854,124277,33449,831715,4983622,6839434,511016,13012773
1701,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1702,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1703,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1704,Female,30-50,Outdoors,IT Professional,4082771,1910856,13544734,5698987,1327341,5311947,12747133,6451873,5346428,8232938,10986404,2671651,6956281,10659884,13012773,1559655,6443289,11041854,124277,33449,1021297,511016,1741540,10791419,9216587
1705,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1706,Male,50+,Indoors,Contractor,3332725,13012773,7658608,6451873,5359984,10659884,10791419,8696863,5346428,2437142,3386165,1741540,6956281,831715,4983622,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,1021297,4215596
1707,Female,18-30,Outdoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1708,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1709,Female,18-30,Outdoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
1710,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
1711,Male,50+,Indoors,Contractor,270032,1819387,1006796,835683,884518,4766309,10986404,9216587,6451873,7240753,13544734,11708663,8310025,10659884,5346428,1559655,6443289,33449,11041854,1910856,5311947,2671651,13012773,1021297,1615614
