UserId,Gender,AgeGroup,Hobbies,Profession,Seasons,ListingId,PricePerDay,ReviewScore
932,Female,18-30,Outdoors,Student,Spring,10219629,69,
933,Male,30-50,Indoors,IT Professional,Winter,10135059,25,
934,Male,30-50,Indoors,IT Professional,Spring,1596256,34,9
935,Female,50+,Outdoors,Contractor,Winter,1618267,25,9
936,Female,50+,Indoors,Contractor,Fall,272282,55,10
937,Male,30-50,Indoors,IT Professional,Summer,1102061,66,9
938,Female,30-50,Indoors,IT Professional,Fall,4091388,89,9
939,Female,50+,Indoors,Contractor,Fall,4740924,132,7
940,Male,18-30,Outdoors,Student,Winter,3332725,65,9
941,Male,50+,Indoors,Contractor,Fall,10859318,45,10
942,Female,18-30,Outdoors,Student,Summer,1275837,300,9
943,Female,18-30,Indoors,Student,Spring,11737127,2000,10
944,Male,18-30,Indoors,Student,Summer,2103256,68,9
945,Female,50+,Indoors,Contractor,Spring,1990655,35,8
946,Male,18-30,Outdoors,Student,Summer,10062581,50,
947,Female,18-30,Indoors,Student,Fall,1559655,25,
948,Male,30-50,Indoors,IT Professional,Spring,10134509,21,
949,Male,50+,Outdoors,Contractor,Summer,10134881,48,
950,Male,18-30,Indoors,Student,Spring,10219629,69,
951,Male,50+,Outdoors,Contractor,Spring,10135059,25,
952,Male,18-30,Indoors,Student,Summer,1596256,34,9
953,Female,18-30,Indoors,Student,Spring,1618267,25,9
954,Female,30-50,Outdoors,IT Professional,Fall,272282,55,10
955,Female,30-50,Outdoors,IT Professional,Fall,1269236,80,
956,Male,50+,Indoors,Contractor,Summer,245781,225,9
957,Female,18-30,Outdoors,Student,Summer,1398797,305,9
958,Male,18-30,Outdoors,Student,Fall,2029340,79,9
959,Female,30-50,Indoors,IT Professional,Winter,4525533,59,7
960,Male,30-50,Outdoors,IT Professional,Fall,1295565,154,8
961,Female,30-50,Indoors,IT Professional,Spring,1092125,145,9
962,Female,30-50,Outdoors,IT Professional,Summer,194465,800,9
963,Male,50+,Outdoors,Contractor,Summer,1244835,215,10
964,Male,30-50,Indoors,IT Professional,Spring,10859318,45,10
965,Male,18-30,Indoors,Student,Winter,1944545,24,9
966,Female,30-50,Indoors,IT Professional,Spring,1862589,220,
967,Male,18-30,Outdoors,Student,Summer,1751055,280,7
968,Female,50+,Indoors,Contractor,Fall,1369450,300,10
969,Female,30-50,Indoors,IT Professional,Fall,1989884,550,10
970,Female,30-50,Outdoors,IT Professional,Fall,4020302,250,10
971,Female,50+,Indoors,Contractor,Winter,3198600,199,9
972,Male,50+,Indoors,Contractor,Fall,2444911,100,9
973,Male,50+,Outdoors,Contractor,Winter,10859318,45,10
974,Female,18-30,Indoors,Student,Spring,1450274,392,9
975,Female,18-30,Outdoors,Student,Winter,1753382,159,10
976,Male,50+,Indoors,Contractor,Summer,7324595,183,9
977,Male,18-30,Indoors,Student,Winter,4011630,67,9
978,Female,18-30,Indoors,Student,Summer,1323225,279,10
979,Male,30-50,Outdoors,IT Professional,Fall,11737127,2000,10
980,Female,18-30,Indoors,Student,Summer,2103256,68,9
981,Male,30-50,Indoors,IT Professional,Winter,10859318,45,10
982,Male,18-30,Outdoors,Student,Fall,4305103,199,10
983,Female,50+,Indoors,Contractor,Summer,1990655,35,8
984,Male,18-30,Indoors,Student,Winter,10062581,50,
985,Male,30-50,Indoors,IT Professional,Fall,1024587,30,9
986,Female,30-50,Outdoors,IT Professional,Summer,10134509,21,
987,Male,30-50,Indoors,IT Professional,Spring,290035,105,9
988,Male,50+,Indoors,Contractor,Spring,10134881,48,
989,Male,18-30,Indoors,Student,Winter,10135059,25,
990,Male,50+,Outdoors,Contractor,Summer,1596256,34,9
991,Male,30-50,Outdoors,IT Professional,Summer,1618267,25,9
992,Female,18-30,Outdoors,Student,Spring,272282,55,10
993,Female,50+,Outdoors,Contractor,Spring,1119740,89,
994,Female,50+,Outdoors,Contractor,Winter,3151195,35,10
995,Female,30-50,Indoors,IT Professional,Summer,1741540,250,
996,Male,50+,Outdoors,Contractor,Fall,1675786,70,9
997,Male,30-50,Indoors,IT Professional,Winter,102228,120,9
998,Male,50+,Outdoors,Contractor,Winter,5324378,100,10
999,Male,30-50,Indoors,IT Professional,Winter,2001870,120,10
1000,Female,18-30,Outdoors,Student,Winter,1477756,115,9
1001,Male,30-50,Outdoors,Professor,Summer,1327341,325,9
1002,Male,50+,Outdoors,Contractor,Fall,197850,70,10
1003,Female,18-30,Indoors,Student,Spring,115087,100,9
1004,Female,50+,Indoors,Contractor,Spring,1607202,75,10
1005,Male,18-30,Outdoors,Student,Fall,2891709,500,9
1006,Female,50+,Outdoors,Contractor,Summer,1954171,103,10
1007,Male,18-30,Indoors,Student,Winter,1878122,69,9
1008,Female,50+,Outdoors,Contractor,Fall,2271256,99,9
1009,Female,30-50,Indoors,Professor,Winter,1615614,50,9
1010,Female,30-50,Outdoors,Professor,Fall,2696852,65,10
1011,Male,18-30,Outdoors,Student,Fall,1157641,69,7
1012,Female,30-50,Outdoors,Professor,Winter,10859318,45,10
1013,Female,30-50,Indoors,Professor,Fall,1944545,24,9
1014,Female,18-30,Outdoors,Student,Winter,11737127,2000,10
1015,Female,30-50,Indoors,Professor,Summer,1254752,50,9
1016,Female,18-30,Indoors,Student,Summer,4924314,100,9
1017,Female,18-30,Outdoors,Student,Spring,4433284,50,
1018,Female,18-30,Outdoors,Student,Spring,1163153,110,10
1019,Female,30-50,Outdoors,Professor,Spring,1293971,140,9
1020,Female,50+,Outdoors,Contractor,Fall,2275891,190,
1021,Female,18-30,Outdoors,Student,Winter,213570,125,9
1022,Female,18-30,Indoors,Student,Spring,4082771,33,10
1023,Male,18-30,Indoors,Student,Spring,11144495,42,10
1024,Female,50+,Outdoors,Contractor,Summer,2008334,75,10
1025,Male,50+,Indoors,Contractor,Spring,1990655,35,8
1026,Female,30-50,Indoors,Professor,Winter,10062581,50,
1027,Female,18-30,Outdoors,Student,Fall,1559655,25,
1028,Female,30-50,Indoors,Professor,Spring,10134509,21,
1029,Female,50+,Indoors,Contractor,Winter,10134881,48,
1030,Male,30-50,Outdoors,Professor,Fall,10219629,69,
1031,Female,18-30,Indoors,Student,Summer,10135059,25,
1032,Male,30-50,Outdoors,Professor,Spring,1596256,34,9
1033,Female,50+,Outdoors,Contractor,Winter,1618267,25,9
1034,Male,30-50,Outdoors,Professor,Fall,272282,55,10
1035,Female,30-50,Outdoors,Professor,Fall,1269236,80,
1036,Female,30-50,Indoors,Professor,Winter,6542155,50,10
1037,Female,30-50,Outdoors,Professor,Spring,1122479,120,9
1038,Male,18-30,Outdoors,Student,Summer,265394,39,10
1039,Male,30-50,Indoors,Professor,Winter,1524862,55,10
1040,Female,18-30,Outdoors,Student,Winter,3981817,39,10
1041,Male,50+,Outdoors,Contractor,Spring,4082771,33,10
1042,Female,30-50,Indoors,Professor,Spring,11144495,42,10
1043,Female,30-50,Indoors,Professor,Spring,1564654,58,9
1044,Male,50+,Indoors,Contractor,Spring,115020,40,10
1045,Female,50+,Outdoors,Contractor,Spring,605009,30,9
1046,Female,50+,Indoors,Contractor,Fall,2963703,50,9
1047,Male,18-30,Indoors,Student,Winter,1619040,89,10
1048,Female,50+,Indoors,Contractor,Winter,6248526,75,10
1049,Male,30-50,Outdoors,Professor,Winter,11737127,2000,10
1050,Female,50+,Indoors,Contractor,Spring,1200502,54,8
1051,Male,18-30,Indoors,Student,Summer,1114531,105,9
1052,Female,50+,Outdoors,Contractor,Summer,3022976,99,9
1053,Male,18-30,Indoors,Student,Spring,11144495,42,10
1054,Female,50+,Outdoors,Contractor,Spring,2008334,75,10
1055,Female,18-30,Outdoors,Student,Summer,3378411,195,10
1056,Male,30-50,Indoors,Professor,Spring,5265201,195,
1057,Male,30-50,Outdoors,Professor,Winter,1102061,66,9
1058,Male,30-50,Indoors,Professor,Summer,4091388,89,9
1059,Male,18-30,Outdoors,Student,Winter,4372350,27,10
1060,Female,50+,Indoors,Contractor,Summer,11144495,42,10
1061,Female,50+,Indoors,Contractor,Winter,2008334,75,10
1062,Male,18-30,Outdoors,Student,Summer,482475,100,9
1063,Female,18-30,Indoors,Student,Winter,3332725,65,9
1064,Female,30-50,Indoors,Professor,Spring,11144495,42,10
1065,Female,18-30,Outdoors,Student,Fall,2008334,75,10
1066,Male,50+,Indoors,Contractor,Winter,1176341,79,10
1067,Female,18-30,Outdoors,Student,Spring,4481723,225,
1068,Female,30-50,Indoors,Professor,Spring,245781,225,9
1069,Female,18-30,Outdoors,Student,Fall,1398797,305,9
1070,Male,18-30,Outdoors,Student,Fall,2029340,79,9
1071,Male,18-30,Indoors,Student,Winter,4082771,33,10
1072,Male,18-30,Indoors,Student,Spring,11144495,42,10
1073,Male,30-50,Outdoors,Professor,Spring,2008334,75,10
1074,Female,30-50,Outdoors,Professor,Summer,1878122,69,9
1075,Female,30-50,Outdoors,Professor,Spring,2271256,99,9
1076,Female,30-50,Indoors,Professor,Spring,1615614,50,9
1077,Female,50+,Indoors,Contractor,Spring,2696852,65,10
1078,Male,18-30,Outdoors,Student,Winter,11144495,42,10
1079,Male,50+,Outdoors,Contractor,Spring,2008334,75,10
1080,Female,30-50,Outdoors,Professor,Spring,1157641,69,7
1081,Female,30-50,Indoors,Professor,Summer,1385890,100,9
1082,Male,30-50,Indoors,Professor,Fall,1254752,50,9
1083,Male,30-50,Outdoors,Professor,Winter,1092125,145,9
1084,Female,50+,Indoors,Contractor,Winter,2911281,999,10
1085,Male,30-50,Outdoors,Professor,Summer,1990655,35,8
1086,Female,30-50,Outdoors,Professor,Summer,10062581,50,
1087,Male,18-30,Outdoors,Student,Fall,1559655,25,
1088,Male,50+,Outdoors,Contractor,Winter,10134509,21,
1089,Female,50+,Outdoors,Contractor,Winter,10134881,48,
1090,Female,18-30,Outdoors,Student,Spring,10219629,69,
1091,Male,30-50,Outdoors,Professor,Winter,10135059,25,
1092,Male,18-30,Indoors,Student,Summer,1596256,34,9
1093,Female,18-30,Indoors,Student,Fall,1618267,25,9
1094,Female,30-50,Indoors,Professor,Fall,272282,55,10
1095,Female,30-50,Indoors,Professor,Fall,1269236,80,
1096,Male,50+,Indoors,Contractor,Winter,1244835,215,10
1097,Female,18-30,Indoors,Student,Winter,2911281,999,10
1098,Female,50+,Indoors,Contractor,Fall,11144495,42,10
1099,Male,50+,Indoors,Contractor,Summer,2008334,75,10
1100,Female,18-30,Outdoors,Student,Summer,1862589,220,
1101,Female,30-50,Outdoors,Professor,Summer,2911281,999,10
1102,Male,30-50,Outdoors,Professor,Spring,1751055,280,7
1103,Male,18-30,Indoors,Student,Fall,1369450,300,10
1104,Female,18-30,Indoors,Student,Fall,1989884,550,10
1105,Male,18-30,Outdoors,Student,Summer,13012773,120,
1106,Female,18-30,Indoors,Student,Spring,10401469,65,10
1107,Female,50+,Outdoors,IT Professional,Summer,12546546,195,10
1108,Male,30-50,Indoors,Professor,Spring,7483723,85,9
1109,Male,18-30,Indoors,Student,Summer,10101089,120,10
1110,Female,18-30,Outdoors,Student,Summer,10254698,79,10
1111,Female,18-30,Outdoors,Student,Spring,12381276,85,10
1112,Male,50+,Outdoors,IT Professional,Fall,11531497,85,10
1113,Male,18-30,Indoors,Student,Fall,4082771,33,10
1114,Female,50+,Indoors,IT Professional,Fall,11144495,42,10
1115,Male,50+,Outdoors,IT Professional,Fall,2008334,75,10
1116,Male,30-50,Outdoors,Professor,Summer,1990655,35,8
1117,Male,30-50,Indoors,Professor,Summer,10062581,50,
1118,Female,18-30,Outdoors,Student,Fall,1559655,25,
1119,Male,18-30,Indoors,Student,Spring,10134509,21,
1120,Female,18-30,Outdoors,Student,Winter,10134881,48,
1121,Male,30-50,Indoors,Professor,Fall,10219629,69,
1122,Female,50+,Outdoors,IT Professional,Spring,10135059,25,
1123,Male,30-50,Outdoors,Professor,Summer,1596256,34,9
1124,Female,18-30,Indoors,Student,Summer,1618267,25,9
1125,Male,18-30,Indoors,Student,Summer,272282,55,10
1126,Male,18-30,Indoors,Student,Fall,1269236,80,
1127,Male,18-30,Indoors,Student,Winter,1450274,392,9
1128,Female,30-50,Indoors,Professor,Spring,2911281,999,10
1129,Male,18-30,Indoors,Student,Summer,1753382,159,10
1130,Male,50+,Indoors,IT Professional,Winter,7060208,275,
1131,Female,50+,Indoors,IT Professional,Winter,4372350,27,10
1132,Female,18-30,Outdoors,Student,Summer,11144495,42,10
1133,Male,50+,Outdoors,IT Professional,Fall,2008334,75,10
1134,Male,18-30,Indoors,Student,Winter,1323225,279,10
1135,Male,18-30,Outdoors,Student,Fall,442735,115,9
1136,Female,50+,Indoors,IT Professional,Summer,1275498,75,9
1137,Male,18-30,Outdoors,Student,Winter,12747133,350,9
1138,Female,50+,Outdoors,IT Professional,Fall,1214214,65,8
1139,Male,18-30,Indoors,Student,Summer,3236496,89,10
1140,Male,18-30,Outdoors,Student,Spring,1163153,110,10
1141,Male,50+,Indoors,IT Professional,Spring,1293971,140,9
1142,Male,30-50,Indoors,Professor,Spring,2275891,190,
1143,Female,18-30,Outdoors,Student,Winter,1868513,149,9
1144,Female,18-30,Outdoors,Student,Fall,4294557,99,10
1145,Male,30-50,Indoors,Professor,Fall,3702678,28,9
1146,Female,50+,Indoors,IT Professional,Winter,2798921,65,10
1147,Male,30-50,Outdoors,Professor,Fall,10401469,65,10
1148,Male,18-30,Outdoors,Student,Summer,12546546,195,10
1149,Female,30-50,Outdoors,Professor,Summer,7483723,85,9
1150,Female,30-50,Outdoors,Professor,Spring,10101089,120,10
1151,Male,30-50,Indoors,Professor,Spring,10254698,79,10
1152,Female,50+,Outdoors,IT Professional,Winter,12381276,85,10
1153,Female,30-50,Outdoors,Professor,Summer,11531497,85,10
1154,Female,30-50,Outdoors,Professor,Fall,1235,85,10
1155,Male,18-30,Indoors,Student,Summer,11144495,42,10
1156,Female,18-30,Indoors,Student,Fall,2008334,75,10
1157,Female,18-30,Outdoors,Student,Summer,1741540,250,
1158,Male,18-30,Indoors,Student,Spring,3904895,180,9
1159,Male,50+,Indoors,IT Professional,Winter,12747133,350,9
1160,Female,50+,Indoors,IT Professional,Winter,1990655,35,8
1161,Female,50+,Indoors,IT Professional,Winter,10062581,50,
1162,Female,18-30,Outdoors,Student,Spring,1024587,30,9
1163,Male,18-30,Indoors,Student,Summer,10134509,21,
1164,Male,30-50,Outdoors,Professor,Fall,290035,105,9
1165,Female,18-30,Indoors,Student,Fall,10134881,48,
1166,Male,30-50,Outdoors,Professor,Summer,10135059,25,
1167,Male,50+,Indoors,IT Professional,Winter,1596256,34,9
1168,Male,18-30,Outdoors,Student,Winter,1618267,25,9
1169,Female,30-50,Indoors,Professor,Summer,272282,55,10
1170,Female,18-30,Outdoors,Student,Spring,1269236,80,
1171,Female,18-30,Indoors,Student,Winter,102228,120,9
1172,Female,18-30,Indoors,Student,Spring,5324378,100,10
1173,Male,18-30,Outdoors,Student,Winter,2001870,120,10
1174,Male,18-30,Outdoors,Student,Summer,1227978,90,9
1175,Female,18-30,Outdoors,Student,Summer,1114531,105,9
1176,Female,18-30,Indoors,Student,Summer,10401469,65,10
1177,Male,30-50,Indoors,Professor,Summer,12546546,195,10
1178,Male,30-50,Indoors,Professor,Summer,3238604,145,10
1179,Male,18-30,Indoors,Student,Spring,10101089,120,10
1180,Male,18-30,Outdoors,Student,Fall,10254698,79,10
1181,Female,30-50,Indoors,Professor,Fall,12381276,85,10
1182,Female,50+,Indoors,IT Professional,Fall,11531497,85,10
1183,Female,50+,Indoors,IT Professional,Summer,1235,85,10
1184,Male,50+,Indoors,IT Professional,Spring,3378411,195,10
1185,Female,18-30,Outdoors,Student,Fall,12747133,350,9
1186,Female,18-30,Outdoors,Student,Summer,2437142,167,9
1187,Male,18-30,Indoors,Student,Spring,11144495,42,10
1188,Female,18-30,Outdoors,Student,Winter,2008334,75,10
1189,Male,30-50,Outdoors,Professor,Winter,1990655,35,8
1190,Male,50+,Indoors,IT Professional,Winter,374417,60,9
1191,Female,50+,Indoors,IT Professional,Fall,10062581,50,
1192,Female,18-30,Indoors,Student,Winter,10134509,21,
1193,Male,50+,Indoors,IT Professional,Spring,290035,105,9
1194,Male,30-50,Indoors,Professor,Fall,10134881,48,
1195,Female,50+,Outdoors,IT Professional,Summer,1157783,95,9
1196,Male,30-50,Indoors,Professor,Fall,10135059,25,
1197,Female,30-50,Outdoors,Professor,Winter,1618267,25,9
1198,Female,30-50,Outdoors,Professor,Winter,272282,55,10
1199,Female,30-50,Outdoors,Professor,Spring,1269236,80,
1200,Female,18-30,Outdoors,Student,Spring,1102061,66,9
1201,Female,18-30,Indoors,Student,Fall,4091388,89,9
1202,Male,50+,Indoors,Professor,Fall,4740924,132,7
1203,Male,18-30,Indoors,Student,Winter,3332725,65,9
1204,Male,30-50,Outdoors,Contractor,Spring,1176341,79,10
1205,Male,18-30,Indoors,Student,Summer,1878122,69,9
1206,Male,18-30,Outdoors,Student,Spring,338546,70,9
1207,Female,50+,Outdoors,Professor,Summer,1615614,50,9
1208,Female,50+,Outdoors,Professor,Fall,4082771,33,10
1209,Female,50+,Indoors,Professor,Fall,11144495,42,10
1210,Female,18-30,Indoors,Student,Summer,5311947,45,9
1211,Male,18-30,Indoors,Student,Fall,5392688,85,10
1212,Male,30-50,Outdoors,Contractor,Fall,12747133,350,9
1213,Female,30-50,Indoors,Contractor,Winter,374417,60,9
1214,Male,50+,Indoors,Professor,Fall,10062581,50,
1215,Female,50+,Indoors,Professor,Winter,10134509,21,
1216,Male,18-30,Indoors,Student,Spring,290035,105,9
1217,Female,18-30,Indoors,Student,Fall,10134881,48,
1218,Female,18-30,Indoors,Student,Summer,1157783,95,9
1219,Female,18-30,Indoors,Student,Fall,10135059,25,
1220,Male,30-50,Outdoors,Contractor,Winter,1618267,25,9
1221,Female,30-50,Indoors,Contractor,Spring,272282,55,10
1222,Male,18-30,Indoors,Student,Summer,1157641,69,7
1223,Male,50+,Outdoors,Professor,Winter,11144495,42,10
1224,Male,30-50,Outdoors,Contractor,Summer,2008334,75,10
1225,Female,30-50,Indoors,Contractor,Summer,13012773,120,
1226,Female,18-30,Indoors,Student,Winter,10401469,65,10
1227,Female,30-50,Indoors,Contractor,Summer,12546546,195,10
1228,Female,18-30,Indoors,Student,Winter,7483723,85,9
1229,Female,30-50,Outdoors,Contractor,Winter,10101089,120,10
1230,Female,50+,Outdoors,Professor,Fall,10254698,79,10
1231,Female,50+,Outdoors,Professor,Spring,12381276,85,10
1232,Male,30-50,Indoors,Contractor,Winter,11531497,85,10
1233,Male,30-50,Indoors,Contractor,Spring,1385890,100,9
1234,Female,30-50,Outdoors,Contractor,Spring,1990655,35,8
1235,Male,18-30,Indoors,Student,Winter,10062581,50,
1236,Female,50+,Indoors,Professor,Fall,1559655,25,
1237,Female,50+,Outdoors,Professor,Winter,10134509,21,
1238,Male,30-50,Outdoors,Contractor,Winter,10134881,48,
1239,Male,50+,Outdoors,Professor,Fall,10219629,69,
1240,Female,30-50,Indoors,Contractor,Summer,10135059,25,
1241,Male,18-30,Indoors,Student,Spring,1596256,34,9
1242,Male,30-50,Indoors,Contractor,Summer,1618267,25,9
1243,Male,30-50,Outdoors,Contractor,Fall,272282,55,10
1244,Male,50+,Outdoors,Professor,Spring,1254752,50,9
1245,Male,50+,Outdoors,Professor,Fall,4082771,33,10
1246,Male,50+,Outdoors,Professor,Spring,11144495,42,10
1247,Male,50+,Outdoors,Professor,Spring,6536642,105,10
1248,Male,30-50,Outdoors,Contractor,Summer,1398797,305,9
1249,Female,18-30,Outdoors,Student,Winter,2029340,79,9
1250,Male,50+,Outdoors,Professor,Spring,4863725,180,9
1251,Female,18-30,Indoors,Student,Spring,12747133,350,9
1252,Female,18-30,Indoors,Student,Summer,1295565,154,8
1253,Female,50+,Indoors,Professor,Winter,10401469,65,10
1254,Male,30-50,Outdoors,Contractor,Summer,12546546,195,10
1255,Female,18-30,Outdoors,Student,Spring,7483723,85,9
1256,Female,30-50,Outdoors,Contractor,Spring,10101089,120,10
1257,Female,30-50,Indoors,Contractor,Fall,10254698,79,10
1258,Female,30-50,Indoors,Contractor,Summer,12381276,85,10
1259,Male,30-50,Indoors,Contractor,Fall,11531497,85,10
1260,Female,30-50,Outdoors,Contractor,Summer,1235,85,10
1261,Male,30-50,Indoors,Contractor,Spring,1092125,145,9
1262,Female,18-30,Indoors,Student,Winter,194465,800,9
1263,Female,50+,Indoors,Professor,Spring,1244835,215,10
1264,Male,18-30,Indoors,Student,Summer,5800324,475,9
1265,Female,50+,Indoors,Professor,Fall,12747133,350,9
1266,Male,50+,Outdoors,Professor,Winter,1751055,280,7
1267,Female,50+,Outdoors,Professor,Fall,4082771,33,10
1268,Female,18-30,Indoors,Student,Winter,11144495,42,10
1269,Female,50+,Outdoors,Professor,Winter,1369450,300,10
1270,Female,50+,Indoors,Professor,Winter,1989884,550,10
1271,Female,18-30,Outdoors,Student,Summer,4020302,250,10
1272,Female,50+,Outdoors,Professor,Winter,4629438,300,8
1273,Female,50+,Outdoors,Professor,Spring,2444911,100,9
1274,Female,30-50,Indoors,Contractor,Summer,1450274,392,9
1275,Male,30-50,Indoors,Contractor,Winter,1753382,159,10
1276,Male,50+,Outdoors,Professor,Winter,7060208,275,
1277,Male,30-50,Outdoors,Contractor,Winter,10401469,65,10
1278,Female,30-50,Indoors,Contractor,Winter,12546546,195,10
1279,Male,18-30,Outdoors,Student,Spring,7483723,85,9
1280,Male,30-50,Indoors,Contractor,Winter,10101089,120,10
1281,Female,30-50,Outdoors,Contractor,Summer,10254698,79,10
1282,Female,50+,Outdoors,Professor,Winter,12381276,85,10
1283,Male,30-50,Outdoors,Contractor,Summer,11531497,85,10
1284,Female,30-50,Indoors,Contractor,Spring,1235,85,10
1285,Male,30-50,Indoors,Contractor,Winter,11144495,42,10
1286,Female,30-50,Indoors,Contractor,Fall,2008334,75,10
1287,Male,30-50,Outdoors,Contractor,Summer,4798774,200,9
1288,Female,30-50,Outdoors,Contractor,Fall,12747133,350,9
1289,Female,18-30,Outdoors,Student,Winter,1323225,279,10
1290,Female,18-30,Indoors,Student,Fall,1477756,115,9
1291,Male,50+,Outdoors,Professor,Spring,10401469,65,10
1292,Male,30-50,Outdoors,Contractor,Fall,12546546,195,10
1293,Female,30-50,Indoors,Contractor,Spring,12673420,125,
1294,Male,18-30,Outdoors,Student,Spring,11283270,80,10
1295,Female,50+,Indoors,Professor,Winter,10101089,120,10
1296,Male,30-50,Indoors,Contractor,Spring,12381276,85,10
1297,Female,18-30,Indoors,Student,Fall,12972890,87,
1298,Female,18-30,Outdoors,Student,Fall,11531497,85,10
1299,Male,30-50,Indoors,Contractor,Summer,197850,70,10
1300,Male,30-50,Indoors,Contractor,Fall,1214839,240,9
1301,Male,30-50,Outdoors,Contractor,Winter,10663931,200,10
1302,Female,50+,Outdoors,IT Professional,Spring,10475059,115,9
1303,Female,18-30,Indoors,Student,Fall,115087,100,9
1304,Female,30-50,Indoors,Contractor,Fall,1607202,75,10
1305,Male,50+,Indoors,IT Professional,Fall,2946710,100,7
1306,Male,30-50,Indoors,Contractor,Spring,1113587,45,8
1307,Male,50+,Outdoors,IT Professional,Summer,10401469,65,10
1308,Male,50+,Outdoors,IT Professional,Spring,12546546,195,10
1309,Female,30-50,Outdoors,Contractor,Winter,7483723,85,9
1310,Female,18-30,Outdoors,Student,Spring,10101089,120,10
1311,Female,50+,Indoors,IT Professional,Winter,10254698,79,10
1312,Male,30-50,Outdoors,Contractor,Fall,12381276,85,10
1313,Female,30-50,Outdoors,Contractor,Summer,11531497,85,10
1314,Female,50+,Indoors,IT Professional,Fall,1235,85,10
1315,Female,50+,Indoors,IT Professional,Fall,4697728,22,9
1316,Male,18-30,Outdoors,Student,Summer,1020442,35,9
1317,Female,30-50,Outdoors,Contractor,Fall,1059217,50,9
1318,Female,50+,Outdoors,IT Professional,Summer,1954171,103,10
1319,Male,18-30,Outdoors,Student,Summer,13131096,98,10
1320,Male,30-50,Outdoors,Contractor,Fall,10475059,115,9
1321,Male,30-50,Outdoors,Contractor,Fall,5914227,72,10
1322,Male,30-50,Indoors,Contractor,Summer,1990655,35,8
1323,Female,18-30,Outdoors,Student,Winter,10062581,50,
1324,Female,50+,Indoors,IT Professional,Fall,1024587,30,9
1325,Female,30-50,Outdoors,Contractor,Summer,10134509,21,
1326,Male,18-30,Outdoors,Student,Summer,290035,105,9
1327,Male,18-30,Indoors,Student,Fall,10134881,48,
1328,Male,30-50,Outdoors,Contractor,Winter,10135059,25,
1329,Male,50+,Outdoors,IT Professional,Summer,1596256,34,9
1330,Male,18-30,Outdoors,Student,Winter,1618267,25,9
1331,Female,50+,Indoors,IT Professional,Spring,272282,55,10
1332,Female,18-30,Outdoors,Student,Summer,10101089,120,10
1333,Female,30-50,Indoors,Contractor,Spring,10254698,79,10
1334,Male,50+,Indoors,IT Professional,Winter,12381276,85,10
1335,Male,50+,Outdoors,IT Professional,Winter,11531497,85,10
1336,Male,50+,Outdoors,IT Professional,Winter,1235,85,10
1337,Female,50+,Outdoors,IT Professional,Winter,13131096,98,10
1338,Male,50+,Indoors,IT Professional,Spring,10475059,115,9
1339,Female,30-50,Outdoors,Contractor,Fall,222615,60,8
1340,Male,30-50,Outdoors,Contractor,Winter,4433284,50,
1341,Male,18-30,Outdoors,Student,Summer,213570,125,9
1342,Female,50+,Outdoors,IT Professional,Spring,244079,40,9
1343,Male,30-50,Indoors,Contractor,Fall,5923682,40,9
1344,Female,50+,Indoors,IT Professional,Fall,1122479,120,9
1345,Male,50+,Outdoors,IT Professional,Fall,2117859,70,9
1346,Male,50+,Outdoors,IT Professional,Summer,265408,50,8
1347,Female,18-30,Indoors,Student,Fall,1524862,55,10
1348,Female,18-30,Indoors,Student,Winter,115020,40,10
1349,Female,50+,Indoors,IT Professional,Spring,10401469,65,10
1350,Male,18-30,Indoors,Student,Fall,12546546,195,10
1351,Female,50+,Outdoors,IT Professional,Winter,3238604,145,10
1352,Female,30-50,Indoors,Contractor,Winter,10101089,120,10
1353,Female,50+,Outdoors,IT Professional,Summer,10254698,79,10
1354,Male,30-50,Outdoors,Contractor,Fall,12381276,85,10
1355,Female,50+,Outdoors,IT Professional,Spring,11531497,85,10
1356,Male,30-50,Outdoors,Contractor,Winter,1235,85,10
1357,Female,30-50,Outdoors,Contractor,Fall,10475059,115,9
1358,Male,30-50,Outdoors,Contractor,Winter,5521732,38,10
1359,Female,18-30,Outdoors,Student,Fall,3587947,70,10
1360,Female,18-30,Indoors,Student,Summer,2963703,50,9
1361,Male,30-50,Outdoors,Contractor,Winter,10401469,65,10
1362,Female,50+,Outdoors,IT Professional,Summer,12546546,195,10
1363,Female,30-50,Indoors,Contractor,Spring,7483723,85,9
1364,Female,30-50,Outdoors,Contractor,Fall,10101089,120,10
1365,Female,18-30,Outdoors,Student,Winter,10254698,79,10
1366,Male,30-50,Outdoors,Contractor,Winter,12381276,85,10
1367,Male,18-30,Outdoors,Student,Winter,11531497,85,10
1368,Female,30-50,Indoors,Contractor,Spring,1235,85,10
1369,Male,30-50,Indoors,Contractor,Fall,1910856,60,8
1370,Female,30-50,Outdoors,Contractor,Winter,1615614,50,9
1371,Female,18-30,Outdoors,Student,Fall,13131096,98,10
1372,Male,30-50,Indoors,Contractor,Winter,10475059,115,9
1373,Female,18-30,Outdoors,Student,Fall,4138677,40,10
1374,Female,30-50,Outdoors,Contractor,Fall,2696852,65,10
1375,Female,30-50,Indoors,Contractor,Fall,1157641,69,7
1376,Male,50+,Outdoors,IT Professional,Summer,1254752,50,9
1377,Female,18-30,Outdoors,Student,Summer,4627321,55,9
1378,Female,30-50,Outdoors,Contractor,Spring,1619040,89,10
1379,Male,50+,Indoors,IT Professional,Fall,1119740,89,
1380,Male,18-30,Outdoors,Student,Fall,4609785,95,9
